"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://skillcrafttech.com/images/logo-light.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.550","","","","","","1.1","","","","","","https://skillcrafttech.com/images/logo-light.svg","2026-06-23 19:21:41"
"https://skillcrafttech.com/images/shape-04.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","164","164","164","0.024","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.547","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-04.svg","2026-06-23 19:21:41"
"https://skillcrafttech.com/script/bundle.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.621","","","","","","1.1","","","","","","https://skillcrafttech.com/script/bundle.js","2026-06-23 19:21:41"
"https://skillcrafttech.com/images/icon-05.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","777","777","777","0.115","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.519","","","","","","1.1","","","","","","https://skillcrafttech.com/images/icon-05.svg","2026-06-23 19:21:41"
"https://skillcrafttech.com/images/icon-moon.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","698","698","698","0.103","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.511","","","","","","1.1","","","","","","https://skillcrafttech.com/images/icon-moon.svg","2026-06-23 19:21:41"
"https://skillcrafttech.com/images/about-01.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","147221","147221","147221","21.818","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.584","","","","","","1.1","","","","","","https://skillcrafttech.com/images/about-01.png","2026-06-23 19:21:42"
"https://skillcrafttech.com/images/icon-01.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","903","903","903","0.134","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.597","","","","","","1.1","","","","","","https://skillcrafttech.com/images/icon-01.svg","2026-06-23 19:21:42"
"https://skillcrafttech.com/images/shape-05.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.547","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-05.svg","2026-06-23 19:21:42"
"https://skillcrafttech.com/style/style.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.650","","","","","","1.1","","","","","","https://skillcrafttech.com/style/style.css","2026-06-23 19:21:42"
"https://skillcrafttech.com/returns","text/html; charset=utf-8","200","OK","Indexable","","Verify | SkillCraft Technology","30","256","","0","0","","0","","0","Cancellation & Refund Policy","28","","0","","","","","","","","","","19230","8482","8482","1.257","","257","32","8.031","72.277","Fairly Easy","9.429","1","0","","8","4","0","100.000","15","5","0","3","3","0","","","","","955e1b1813a793e1ad710b817b2e5510","0.630","","","","","en","1.1","","","","","","https://skillcrafttech.com/returns","2026-06-23 19:21:42"
"https://skillcrafttech.com/register","text/plain;charset=UTF-8","500","Internal Server Error","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","30","4","0","100.000","0","0","0","0","0","0","","","","","","3.555","","","","","","1.1","","","","","","https://skillcrafttech.com/register","2026-06-23 19:21:40"
"https://skillcrafttech.com/images/icon-02.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","973","973","973","0.144","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.394","","","","","","1.1","","","","","","https://skillcrafttech.com/images/icon-02.svg","2026-06-23 19:21:43"
"https://skillcrafttech.com/images/shape-02.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","167","167","167","0.025","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.527","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-02.svg","2026-06-23 19:21:43"
"https://skillcrafttech.com/images/shape-01.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","174","174","174","0.026","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.373","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-01.svg","2026-06-23 19:21:41"
"https://skillcrafttech.com/images/shape-06.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","492","492","492","0.073","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.215","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-06.svg","2026-06-23 19:21:44"
"https://skillcrafttech.com/terms-and-conditions","text/html; charset=utf-8","200","OK","Indexable","","Verify | SkillCraft Technology","30","256","","0","0","","0","","0","Terms and Conditions","20","","0","","","","","","","","","","21504","9738","9738","1.443","","624","68","9.176","66.147","Normal","18.276","1","0","","8","4","0","100.000","15","5","0","3","3","0","","","","","1eb9c669fee9d616dbce7b675aba5561","0.516","","","","","en","1.1","","","","","","https://skillcrafttech.com/terms-and-conditions","2026-06-23 19:21:43"
"https://skillcrafttech.com/verify","text/html; charset=utf-8","200","OK","Indexable","","Verify | SkillCraft Technology","30","256","","0","0","","0","","0","Verify Certificate","18","","0","","","","","","","","","","24634","10145","10145","1.503","","40","17","2.353","73.317","Fairly Easy","1.953","1","0","","8","4","0","100.000","15","5","0","3","3","0","","","","","b76896d8d1945c8d99777ca482d2486f","0.539","","","","","en","1.1","","","","","","https://skillcrafttech.com/verify","2026-06-23 19:21:43"
"https://skillcrafttech.com/images/shape-07.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","547","547","547","0.081","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.529","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-07.svg","2026-06-23 19:21:44"
"https://skillcrafttech.com/images/shape-17.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","520","520","520","0.077","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.223","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-17.svg","2026-06-23 19:21:44"
"https://skillcrafttech.com/script/verify.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1005","1005","1005","0.149","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.372","","","","","","1.1","","","","","","https://skillcrafttech.com/script/verify.js","2026-06-23 19:21:44"
"https://skillcrafttech.com/images/shape-18.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.435","","","","","","1.1","","","","","","https://skillcrafttech.com/images/shape-18.svg","2026-06-23 19:21:44"
"https://skillcrafttech.com/images/hero.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","349725","349725","349725","51.829","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.615","","","","","","1.1","","","","","","https://skillcrafttech.com/images/hero.png","2026-06-23 19:21:44"
